Provinsi,Kab Kota,Kecamatan,Desa,Tanggal,Waktu,Satelit,Confidence,TN,TX,TAVG,RR,FF_AVG
Kalimantan Barat,SINTANG,Ambalau,Tanjung Andan,2023-08-16 00:00:00,12:44 WIB,NASA-MODIS,Medium,24.4,33.6,27.6,0.0,1.0
Kalimantan Barat,KUBU RAYA,Kuala Mandor B,Sungai Enau,45132,13:05 WIB,NASA-NOAA20,Medium,23.6,33.8,27.4,0.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Pangkalan Teluk,45137,13:12 WIB,NASA-NOAA20,Medium,23.0,33.8,28.2,0.0,4.0
Kalimantan Barat,KETAPANG,Marau,Runjai Jaya,45149,12:48 WIB,NASA-NOAA20,Medium,23.3,33.2,27.7,0.0,3.0
Kalimantan Barat,KETAPANG,Sandai,Randau,45157,13:12 WIB,NASA-MODIS,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Tengah,BARITO UTARA,Montallat,Pepas,45168,00:49 WIB,NASA-NOAA20,Medium,24.7,34.2,28.9,0.0,0.0
Kalimantan Timur,BERAU,Segah,Gunung Sari,45133,12:50 WIB,NASA-MODIS,Medium,23.4,34.0,28.2,0.0,2.0
Kalimantan Timur,BERAU,Segah,Gunung Sari,2023-07-31 00:00:00,00:11 WIB,NASA-NOAA20,Medium,22.8,36.5,27.8,0.0,2.0
Kalimantan Barat,SINTANG,Kayan Hulu,Nanga Masau,2023-07-31 00:00:00,13:03 WIB,NASA-MODIS,Medium,21.2,34.2,27.4,0.0,1.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Sebadak Raya,45158,13:18 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Sepakat Jaya,45153,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Timur,BERAU,Segah,Long Ayap,2023-06-18 00:00:00,12:59 WIB,NASA-NOAA20,Medium,23.4,33.7,26.5,0.7,1.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Kayung Tuhe,2023-08-10 00:00:00,13:29 WIB,NASA-MODIS,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Sekucing Kualan,45150,12:27 WIB,NASA-NOAA20,Medium,22.5,32.3,26.6,0.0,3.0
Kalimantan Barat,KETAPANG,Sandai,Sandai Kiri,45151,13:57 WIB,NASA-MODIS,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KETAPANG,Muara Pawan,Sungai Awan Kiri,45159,12:59 WIB,NASA-NOAA20,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Timur,BERAU,Segah,Batu Rajang,45119,12:10 WIB,NASA-NOAA20,Medium,23.0,34.1,27.8,0.0,2.0
Kalimantan Tengah,BARITO SELATAN,Dusun Hilir,Teluk Timbau,45169,13:12 WIB,NASA-NOAA20,Medium,24.0,35.0,28.9,0.0,1.0
Kalimantan Barat,KETAPANG,Sungai Laur,Riam Bunut,45158,13:20 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Sandai,Muara Jekak,45151,13:50 WIB,NASA-NOAA20,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,45126,21:44 WIB,NASA-MODIS,Medium,25.0,34.2,28.8,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Dua,Semandang Kanan,45095,12:59 WIB,NASA-NOAA20,Medium,24.9,33.6,28.4,0.0,2.0
Kalimantan Timur,BERAU,Sambaliung,Tumbit Dayak,45119,12:53 WIB,NASA-MODIS,Medium,23.0,34.1,27.8,0.0,2.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kenanga,45151,13:57 WIB,NASA-MODIS,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Tengah,BARITO UTARA,Gunung Timang,Pelari,45169,13:12 WIB,NASA-NOAA20,Medium,24.5,34.4,28.8,0.0,0.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Pesaguan Kanan,45152,00:52 WIB,NASA-NOAA20,Medium,23.3,33.0,27.4,0.0,3.0
Kalimantan Tengah,BARITO SELATAN,Jenamas,Rangga Ilung,45159,08:58 WIB,NASA-MODIS,Medium,24.8,35.0,28.8,0.0,1.0
Kalimantan Tengah,BARITO UTARA,Montallat,Kamawen,45150,13:14 WIB,NASA-MODIS,Medium,20.8,32.0,27.4,0.0,0.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Pasir Mayang,45169,13:12 WIB,NASA-NOAA20,Medium,24.1,33.6,28.5,0.0,4.0
Kalimantan Barat,KUBU RAYA,Kuala Mandor B,Retok,2023-08-29 00:00:00,13:40 WIB,NASA-MODIS,Medium,23.3,34.6,28.6,0.8,2.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Tanjungharapan,45136,00:52 WIB,NASA-NOAA20,Medium,22.9,32.5,26.8,0.0,2.0
Kalimantan Tengah,BARITO UTARA,Lahei,Juju Baru,45091,12:55 WIB,NASA-MODIS,Medium,24.9,33.6,28.6,1.0,0.0
Kalimantan Tengah,BARITO SELATAN,Karau Kuala,Janggi,45169,09:13 WIB,NASA-MODIS,Medium,24.0,35.0,28.9,0.0,1.0
Kalimantan Barat,KETAPANG,Jelai Hulu,Kusik Batu Lapu,45150,13:14 WIB,NASA-MODIS,Medium,22.5,32.3,26.6,0.0,3.0
Kalimantan Timur,BERAU,Pulau Derawan,Tanjung Batu,45095,12:27 WIB,NASA-MODIS,Medium,23.4,33.7,26.5,0.7,1.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Nanjung,45167,13:40 WIB,NASA-MODIS,Medium,23.6,34.8,29.0,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Mekar Harapan,45144,12:42 WIB,NASA-NOAA20,Medium,25.1,34.0,28.1,4.9,3.0
Kalimantan Barat,KUBU RAYA,Batu Ampar,Tanjungharapan,45150,12:27 WIB,NASA-NOAA20,Medium,23.1,33.0,25.9,0.0,2.0
Kalimantan Barat,KETAPANG,Kendawangan,Banjar Sari,45143,12:59 WIB,NASA-NOAA20,Medium,24.9,34.2,28.4,0.0,3.0
Kalimantan Barat,SAMBAS,Paloh,Nibung,2023-07-30 00:00:00,13:59 WIB,NASA-MODIS,Medium,23.2,33.0,27.6,0.0,1.0
Kalimantan Barat,KETAPANG,Manis Mata,Sungai Buluh,45159,00:20 WIB,NASA-NOAA20,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Bakau,45157,13:37 WIB,NASA-NOAA20,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Barat,KUBU RAYA,Rasau Jaya,Rasau Jaya Umum,45138,12:53 WIB,NASA-NOAA20,Medium,22.3,33.6,27.2,0.0,2.0
Kalimantan Timur,BERAU,Segah,Gunung Sari,45142,12:36 WIB,NASA-MODIS,Medium,24.6,35.6,28.6,0.0,1.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Menyumbung,45158,13:20 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Kumai,Kubu,45164,13:05 WIB,NASA-NOAA20,Medium,20.2,32.3,26.7,21.7,2.0
Kalimantan Barat,KETAPANG,Kendawangan,Airhitam Hulu,45159,12:59 WIB,NASA-NOAA20,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Nanga Tayap,45150,13:14 WIB,NASA-MODIS,Medium,22.5,32.3,26.6,0.0,3.0
Kalimantan Tengah,BARITO SELATAN,Dusun Hilir,Sungai Jaya,45143,09:32 WIB,NASA-MODIS,Medium,23.0,34.6,28.1,0.0,1.0
Kalimantan Tengah,BARITO SELATAN,Jenamas,Rangga Ilung,45160,12:40 WIB,NASA-NOAA20,Medium,23.6,33.6,26.9,0.0,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Kepari,45159,12:59 WIB,NASA-NOAA20,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Barat,KETAPANG,Sandai,Pendamaran Indah,45148,13:05 WIB,NASA-NOAA20,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Tengah,KOTA PALANGKARAYA,Jekan Raya,Kelurahan Petuk Katimpun,45159,12:57 WIB,NASA-MODIS,Medium,23.4,35.4,28.4,0.0,2.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Kemuning Biutak,45149,12:48 WIB,NASA-NOAA20,Medium,23.3,33.2,27.7,0.0,3.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Titi Baru,45102,12:27 WIB,NASA-NOAA20,Medium,24.0,32.6,27.7,0.0,2.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Paoh Concong,45145,13:01 WIB,NASA-MODIS,Medium,24.3,30.0,27.2,1.5,3.0
Kalimantan Barat,KETAPANG,Manis Mata,Sungai Buluh,45106,12:55 WIB,NASA-NOAA20,Medium,24.3,34.3,28.3,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Merawa,45144,12:42 WIB,NASA-NOAA20,Medium,25.1,34.0,28.1,4.9,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Besar,45108,13:22 WIB,NASA-MODIS,Medium,25.0,34.3,28.2,0.0,3.0
Kalimantan Timur,BERAU,Gunung Tabur,Merancang Ulu,45101,12:48 WIB,NASA-NOAA20,Medium,24.6,33.8,28.2,0.8,1.0
Kalimantan Barat,KETAPANG,Manis Mata,Pelempangan,45149,12:48 WIB,NASA-NOAA20,Medium,23.3,33.2,27.7,0.0,3.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Mentaya Hilir Selatan,Sebamban,45143,13:14 WIB,NASA-MODIS,Medium,24.4,33.8,28.6,0.0,2.0
Kalimantan Barat,KETAPANG,Kendawangan,Pembedilan,45148,21:59 WIB,NASA-MODIS,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Tualan Hulu,Luwuk Sampun,45105,13:12 WIB,NASA-NOAA20,Medium,21.7,34.3,28.0,0.0,1.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Kenyabur,45157,13:12 WIB,NASA-MODIS,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Timur,BERAU,Talisayan,Dumaring,45142,00:39 WIB,NASA-NOAA20,Medium,24.6,35.6,28.6,0.0,1.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Sungaiasam,2023-08-16 00:00:00,21:12 WIB,NASA-MODIS,Medium,23.2,34.8,27.4,0.0,2.0
Kalimantan Barat,KETAPANG,Marau,Batu Payung Dua,45132,13:05 WIB,NASA-NOAA20,Medium,24.6,33.6,28.4,0.0,3.0
Kalimantan Barat,KETAPANG,Benua Kayong,Negeri Baru,45136,13:16 WIB,NASA-MODIS,Medium,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Sekukun,2023-08-15 00:00:00,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Air Upas,Gahang,45096,13:10 WIB,NASA-MODIS,Medium,25.3,34.2,29.2,0.0,2.0
Kalimantan Tengah,BARITO SELATAN,Dusun Hilir,Kelurahan Mengkatip,45155,12:33 WIB,NASA-NOAA20,Medium,21.8,34.1,27.4,0.0,1.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Kumai,Kubu,45137,00:32 WIB,NASA-NOAA20,Medium,22.6,32.2,26.6,0.0,2.0
Kalimantan Timur,BERAU,Pulau Derawan,Tanjung Batu,45138,13:03 WIB,NASA-MODIS,Medium,22.8,36.5,27.8,0.0,2.0
Kalimantan Barat,KETAPANG,Kendawangan,Banjar Sari,45149,12:48 WIB,NASA-NOAA20,Medium,23.3,33.2,27.7,0.0,3.0
Kalimantan Timur,BERAU,Gunung Tabur,Melati Jaya,45093,00:56 WIB,NASA-NOAA20,Medium,23.6,33.4,26.7,8888.0,1.0
Kalimantan Barat,KETAPANG,Sandai,Pendamaran Indah,45156,12:16 WIB,NASA-NOAA20,Medium,24.0,34.2,28.1,0.0,4.0
Kalimantan Tengah,KOTA PALANGKARAYA,Rakumpit,Kelurahan Mungku Baru,45158,13:18 WIB,NASA-NOAA20,Medium,23.3,35.2,28.2,0.0,3.0
Kalimantan Timur,BERAU,Segah,Gunung Sari,45126,13:20 WIB,NASA-NOAA20,Medium,23.5,34.8,28.7,0.0,2.0
Kalimantan Tengah,BARITO SELATAN,Jenamas,Kelurahan Rantau Kujang,45149,12:46 WIB,NASA-NOAA20,Medium,22.8,34.0,27.0,0.0,1.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Arut Selatan,Tanjung Putri,45148,13:05 WIB,NASA-NOAA20,Medium,22.1,31.8,26.4,0.0,2.0
Kalimantan Timur,BERAU,Segah,Gunung Sari,45169,09:13 WIB,NASA-MODIS,Medium,25.1,36.2,29.6,0.0,2.0
Kalimantan Barat,KUBU RAYA,Sungai Raya,Tebang Kacang,45152,00:52 WIB,NASA-NOAA20,Medium,22.7,33.4,26.6,0.0,2.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Bakau,45167,13:40 WIB,NASA-MODIS,Medium,23.6,34.8,29.0,0.0,4.0
Kalimantan Timur,BERAU,Gunung Tabur,Batu-Batu,45139,12:36 WIB,NASA-NOAA20,Medium,24.2,35.5,28.6,0.0,2.0
Kalimantan Barat,KETAPANG,Hulu Sungai,Senduruhan,45153,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Randau Limat,45153,13:12 WIB,NASA-NOAA20,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Manis Mata,Pakit Selaba,45137,13:12 WIB,NASA-NOAA20,Medium,23.0,33.8,28.2,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Besar,45138,21:44 WIB,NASA-MODIS,Medium,22.3,33.6,27.2,0.0,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Sinar Kuri,45136,13:16 WIB,NASA-MODIS,Medium,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Melayu Rayak,Makmur Abadi,45157,13:37 WIB,NASA-NOAA20,Medium,24.3,34.0,28.9,0.0,4.0
Kalimantan Timur,BERAU,Kelay,Merapun,45169,00:32 WIB,NASA-NOAA20,Medium,25.1,36.2,29.6,0.0,2.0
Kalimantan Timur,BERAU,Sambaliung,Tumbit Dayak,45159,12:59 WIB,NASA-MODIS,Medium,24.0,34.9,27.6,27.4,1.0
Kalimantan Barat,KETAPANG,Matan Hilir Utara,Tanjung Baik Budi,45137,13:12 WIB,NASA-NOAA20,Medium,23.0,33.8,28.2,0.0,4.0
Kalimantan Barat,KETAPANG,Sungai Laur,Harapan Baru,45158,13:20 WIB,NASA-NOAA20,Medium,24.6,33.8,28.6,0.0,4.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Mentaya Hulu,Baampah,45126,13:18 WIB,NASA-NOAA20,Medium,24.0,33.0,27.8,0.0,2.0
Kalimantan Barat,KETAPANG,Sandai,Muara Jekak,45136,13:16 WIB,NASA-MODIS,Medium,23.7,33.6,28.3,0.0,4.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Serengkah Kanan,45148,13:05 WIB,NASA-NOAA20,Medium,23.8,33.3,27.9,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Kualan Hulu,45151,12:10 WIB,NASA-NOAA20,Medium,22.6,33.2,27.2,0.0,3.0
Kalimantan Barat,KETAPANG,Sungai Laur,Merabu Jaya,45154,12:53 WIB,NASA-NOAA20,Medium,23.9,33.4,27.9,0.0,3.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Paoh Concong,45153,13:42 WIB,NASA-MODIS,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KUBU RAYA,Sungai Ambawang,Lingga,45151,13:50 WIB,NASA-NOAA20,Medium,21.8,34.6,26.6,0.0,2.0
Kalimantan Tengah,BARITO SELATAN,Dusun Hilir,Kelurahan Mengkatip,45159,12:59 WIB,NASA-NOAA20,Medium,24.8,35.0,28.8,0.0,1.0
Kalimantan Barat,KETAPANG,Sandai,Randau Jungkal,45153,13:42 WIB,NASA-MODIS,Medium,23.0,33.4,27.7,0.0,4.0
Kalimantan Barat,KETAPANG,Simpang Hulu,Merawa,45142,13:20 WIB,NASA-NOAA20,Medium,24.4,34.6,29.7,0.0,4.0
Kalimantan Barat,KETAPANG,Sandai,Sandai Kiri,45149,12:48 WIB,NASA-NOAA20,Medium,23.3,33.2,27.7,0.0,3.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Batu Beransak,45155,13:27 WIB,NASA-MODIS,Medium,24.4,33.8,28.0,0.0,3.0
Kalimantan Barat,SINTANG,Kayan Hilir,Lengkong Bindu,2023-08-05 00:00:00,12:59 WIB,NASA-NOAA20,Medium,21.8,34.6,27.7,0.0,1.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Sepakat Jaya,45159,12:59 WIB,NASA-MODIS,Medium,24.3,33.8,28.6,0.0,4.0
Kalimantan Barat,KUBU RAYA,Terentang,Betuah,45106,13:37 WIB,NASA-MODIS,Medium,24.0,34.6,28.2,0.0,2.0
Kalimantan Barat,KETAPANG,Sungai Laur,Merabu Jaya,45156,12:16 WIB,NASA-NOAA20,Medium,24.0,34.2,28.1,0.0,4.0
Kalimantan Timur,BERAU,Teluk Bayur,Tumbit Melayu,45133,12:48 WIB,NASA-NOAA20,Medium,23.4,34.0,28.2,0.0,2.0
Kalimantan Tengah,KOTAWARINGIN TIMUR,Mentaya Hilir Selatan,Sebamban,45164,13:10 WIB,NASA-MODIS,Medium,22.9,32.5,27.0,0.0,2.0
Kalimantan Barat,KETAPANG,Tumbang Titi,Natai Panjang,45152,13:31 WIB,NASA-NOAA20,Medium,23.3,33.0,27.4,0.0,3.0
Kalimantan Barat,KETAPANG,Matan Hilir Selatan,Sungai Pelang,45160,01:19 WIB,NASA-MODIS,Medium,24.2,34.4,28.5,0.0,4.0
Kalimantan Barat,KUBU RAYA,Kubu,Sungai Bemban,45159,12:59 WIB,NASA-NOAA20,Medium,24.1,34.4,27.2,0.0,3.0
Kalimantan Barat,SINTANG,Serawai,Bedaha,2023-08-13 00:00:00,13:50 WIB,NASA-NOAA20,Medium,22.0,34.2,27.0,0.0,1.0
Kalimantan Timur,BERAU,Gunung Tabur,Maluang,45169,13:14 WIB,NASA-NOAA20,Medium,25.1,36.2,29.6,0.0,2.0
Kalimantan Barat,KETAPANG,Nanga Tayap,Sepakat Jaya,45164,13:12 WIB,NASA-MODIS,Medium,23.3,32.8,27.2,3.3,3.0
Kalimantan Barat,KUBU RAYA,Sungai Kakap,Pungur Kecil,45134,13:31 WIB,NASA-MODIS,Medium,23.6,34.0,27.5,0.0,4.0
Kalimantan Barat,KETAPANG,Kendawangan,Danau Buntar,45149,12:48 WIB,NASA-NOAA20,Medium,23.3,33.2,27.7,0.0,3.0
Kalimantan Tengah,KOTAWARINGIN BARAT,Pangkalan Lada,Pandu Sanjaya,45152,00:52 WIB,NASA-NOAA20,Medium,21.2,32.8,26.8,0.0,2.0
