Provinsi;Kab Kota;Kecamatan;Desa;Tanggal;Waktu;Satelit;Confidence;Latitude;Longitude;Pulau;Kab Kota Normalized;TN;TX;TAVG;RR;FF_AVG
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Bayur;15/08/2023;09:49 WIB;NASA-MODIS;High;-117912.0;11048532.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Besar;16/08/2023;02:04 WIB;NASA-MODIS;High;-190253.0;11013607.0;Kalimantan;ketapang;23.9;33.4;27.9;0.0;3.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaiasam;16/08/2023;12:53 WIB;NASA-NOAA20;High;-0.32019;10952684.0;Kalimantan;kubu raya;23.2;34.8;27.4;0.0;2.0
Kalimantan Barat;SINTANG;Binjai Hulu;Binjai Hulu;17/08/2023;13:27 WIB;NASA-MODIS;High;0.26297;1114813.0;Kalimantan;sintang;23.2;33.8;27.3;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Bukit Sidin Permai;17/08/2023;13:27 WIB;NASA-MODIS;High;0.57124;1115084.0;Kalimantan;sintang;23.2;33.8;27.3;0.0;1.0
Kalimantan Barat;KUBU RAYA;Kubu;Dabong;17/08/2023;12:36 WIB;NASA-NOAA20;High;-0.53845;10928914.0;Kalimantan;kubu raya;23.5;33.6;27.1;0.0;2.0
Kalimantan Barat;KETAPANG;Sungai Laur;Kepari;17/08/2023;13:27 WIB;NASA-MODIS;High;-0.86872;1105333.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Kesuma Jaya;17/08/2023;13:27 WIB;NASA-MODIS;High;-193852.0;11084433.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Krio Hulu;17/08/2023;13:27 WIB;NASA-MODIS;High;-0.89928;11083701.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Lubuk Kakap;17/08/2023;13:27 WIB;NASA-MODIS;High;-127925.0;11114015.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Sandai;Merimbang Jaya;17/08/2023;13:27 WIB;NASA-MODIS;High;-111305.0;11056896.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Nanga Kelampai;17/08/2023;13:27 WIB;NASA-MODIS;High;-189684.0;1104996.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Panggi Ruguk;17/08/2023;13:27 WIB;NASA-MODIS;High;0.60393;11135294.0;Kalimantan;sintang;23.2;33.8;27.3;0.0;1.0
Kalimantan Barat;KUBU RAYA;Sungai Kakap;Pungur Besar;17/08/2023;21:52 WIB;NASA-MODIS;High;-0.22527;10925541.0;Kalimantan;kubu raya;23.5;33.6;27.1;0.0;2.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Sebadak Raya;17/08/2023;13:27 WIB;NASA-MODIS;High;-134846.0;11072224.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Sungai Laur;Selangkut Raya;17/08/2023;13:27 WIB;NASA-MODIS;High;-0.74892;11060208.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Dua;Semandang Kanan;17/08/2023;13:27 WIB;NASA-MODIS;High;-0.83951;11035349.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;17/08/2023;13:27 WIB;NASA-MODIS;High;-0.79679;11065139.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Sepakat Jaya;17/08/2023;13:27 WIB;NASA-MODIS;High;-134975.0;11071326.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Sungai Laur;Sepotong;17/08/2023;13:27 WIB;NASA-MODIS;High;-0.87003;11052428.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Besar;17/08/2023;13:27 WIB;NASA-MODIS;High;-191248.0;11013346.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KETAPANG;Sungai Laur;Sungai Daka;17/08/2023;13:27 WIB;NASA-MODIS;High;-0.98835;11047417.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Sungai Kelik;17/08/2023;13:27 WIB;NASA-MODIS;High;100596.0;11120677.0;Kalimantan;sintang;23.2;33.8;27.3;0.0;1.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Pelang;17/08/2023;09:32 WIB;NASA-MODIS;High;-190216.0;11013068.0;Kalimantan;ketapang;24.4;33.8;28.0;0.0;3.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaiasam;17/08/2023;09:32 WIB;NASA-MODIS;High;-0.28548;10951373.0;Kalimantan;kubu raya;23.5;33.6;27.1;0.0;2.0
Kalimantan Barat;KUBU RAYA;Batu Ampar;Tanjungharapan;17/08/2023;12:33 WIB;NASA-NOAA20;High;-0.86058;10948589.0;Kalimantan;kubu raya;23.5;33.6;27.1;0.0;2.0
Kalimantan Barat;SINTANG;Kayan Hulu;Tapang Manua;17/08/2023;13:27 WIB;NASA-MODIS;High;-0.13988;1123951.0;Kalimantan;sintang;23.2;33.8;27.3;0.0;1.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Kenyabur;18/08/2023;12:16 WIB;NASA-NOAA20;High;-0.76688;11093163.0;Kalimantan;ketapang;24.0;34.2;28.1;0.0;4.0
Kalimantan Barat;MELAWI;Menukung;Laman Mumbung;18/08/2023;12:16 WIB;NASA-NOAA20;High;-0.43873;11224826.0;Kalimantan;melawi;24.5;34.0;28.9;0.0;2.0
Kalimantan Barat;MELAWI;Menukung;Nanga Mawang Mentatai;18/08/2023;12:16 WIB;NASA-NOAA20;High;-0.42831;11231598.0;Kalimantan;melawi;24.5;34.0;28.9;0.0;2.0
Kalimantan Barat;SINTANG;Serawai;Sawang Senghiang;18/08/2023;12:16 WIB;NASA-NOAA20;High;-0.18;11261105.0;Kalimantan;sintang;23.4;34.6;26.9;0.0;2.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Pelang;18/08/2023;01:49 WIB;NASA-MODIS;High;-189913.0;1101292.0;Kalimantan;ketapang;24.0;34.2;28.1;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Dua;Batu Daya;19/08/2023;13:12 WIB;NASA-MODIS;High;-100977.0;11037942.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Batu Lapis;19/08/2023;13:37 WIB;NASA-NOAA20;High;-127913.0;11087801.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Botuh Bosi;19/08/2023;13:37 WIB;NASA-NOAA20;High;-0.5449;11035532.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Kendawangan;Danau Buntar;19/08/2023;13:12 WIB;NASA-MODIS;High;-280599.0;11097997.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Sandai;Demit;19/08/2023;13:37 WIB;NASA-NOAA20;High;-121035.0;11066417.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;SINTANG;Kayan Hulu;Empakan;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.1581;11213596.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Entogong;19/08/2023;13:37 WIB;NASA-NOAA20;High;-0.16105;1121004.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Ganjang;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.91355;11128838.0;Kalimantan;melawi;24.7;35.2;29.2;0.0;1.0
Kalimantan Barat;KETAPANG;Simpang Dua;Gema;19/08/2023;13:37 WIB;NASA-NOAA20;High;-0.84688;11042012.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Laur;Harapan Baru;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.77496;11049415.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Laur;Kepari;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.8969;11051698.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;MELAWI;Ella Hilir;Kerangan Kora;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.62916;11205718.0;Kalimantan;melawi;24.7;35.2;29.2;0.0;1.0
Kalimantan Barat;MELAWI;Menukung;Laman Mumbung;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.47681;11227229.0;Kalimantan;melawi;24.7;35.2;29.2;0.0;1.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Limbung;19/08/2023;21:35 WIB;NASA-MODIS;High;-0.17117;10936014.0;Kalimantan;kubu raya;24.0;34.4;27.4;3.4;2.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Lubuk Kakap;19/08/2023;13:37 WIB;NASA-NOAA20;High;-117601.0;11115276.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;SINTANG;Ambalau;Lunjan Tingang;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.21938;11271844.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;MELAWI;Sayan;Madya Raya;19/08/2023;13:37 WIB;NASA-NOAA20;High;-0.90267;11162554.0;Kalimantan;melawi;24.7;35.2;29.2;0.0;1.0
Kalimantan Barat;KETAPANG;Sungai Laur;Mekar Harapan;19/08/2023;13:12 WIB;NASA-MODIS;High;-100763.0;1103939.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Sandai;Merimbang Jaya;19/08/2023;13:12 WIB;NASA-MODIS;High;-1049.0;11057966.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;SINTANG;Serawai;Muara Kota;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.30153;11241708.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;MELAWI;Belimbing Hulu;Nanga Keberak;19/08/2023;13:37 WIB;NASA-NOAA20;High;-0.39419;11148582.0;Kalimantan;melawi;24.7;35.2;29.2;0.0;1.0
Kalimantan Barat;MELAWI;Sayan;Nanga Kompi;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.86497;11177019.0;Kalimantan;melawi;24.7;35.2;29.2;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Menakon;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.24428;11294472.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;SINTANG;Serawai;Nanga Riyoi;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.37878;11271615.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;SINTANG;Serawai;Nanga Tekungai;19/08/2023;13:37 WIB;NASA-NOAA20;High;-0.41199;11250398.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Ungai;19/08/2023;13:14 WIB;NASA-MODIS;High;-0.08313;11215141.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;MELAWI;Pinoh Selatan;Nyanggai;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.58935;11184068.0;Kalimantan;melawi;24.7;35.2;29.2;0.0;1.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Pangkalan Teluk;19/08/2023;13:12 WIB;NASA-MODIS;High;-142134.0;11046794.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Sandai;Petai Patah;19/08/2023;13:12 WIB;NASA-MODIS;High;-118511.0;11059694.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KUBU RAYA;Sungai Kakap;Pungur Kecil;19/08/2023;21:35 WIB;NASA-MODIS;High;-0.17842;10930763.0;Kalimantan;kubu raya;24.0;34.4;27.4;3.4;2.0
Kalimantan Barat;KETAPANG;Sandai;Randau Jungkal;19/08/2023;13:12 WIB;NASA-MODIS;High;-11454.0;11071913.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KUBU RAYA;Rasau Jaya;Rasau Jaya Umum;19/08/2023;21:35 WIB;NASA-MODIS;High;-0.16988;10934287.0;Kalimantan;kubu raya;24.0;34.4;27.4;3.4;2.0
Kalimantan Barat;KETAPANG;Sungai Laur;Selangkut Raya;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.6939;1106459.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Semandang Hulu;19/08/2023;13:37 WIB;NASA-NOAA20;High;-0.56231;11047926.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Besar;19/08/2023;13:12 WIB;NASA-MODIS;High;-191647.0;11013944.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Laur;Sungai Daka;19/08/2023;13:37 WIB;NASA-NOAA20;High;-0.99929;11050288.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Sungai Melayu;19/08/2023;21:35 WIB;NASA-MODIS;High;-179803.0;11044187.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Pelang;19/08/2023;09:15 WIB;NASA-MODIS;High;-189877.0;11012199.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaiasam;19/08/2023;21:35 WIB;NASA-MODIS;High;-0.29253;10949976.0;Kalimantan;kubu raya;24.0;34.4;27.4;3.4;2.0
Kalimantan Barat;SINTANG;Serawai;Tanjung Baru;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.30605;11238583.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Tanjung Lalau;19/08/2023;13:37 WIB;NASA-NOAA20;High;-0.19908;11212259.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;SINTANG;Serawai;Teluk Harapan;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.47051;1124538.0;Kalimantan;sintang;23.2;33.5;26.9;0.2;1.0
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Mutiara;19/08/2023;13:37 WIB;NASA-NOAA20;High;-0.86146;1104938.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;MELAWI;Sokan;Teluk Pongkal;19/08/2023;13:12 WIB;NASA-MODIS;High;-0.95803;1114016.0;Kalimantan;melawi;24.7;35.2;29.2;0.0;1.0
Kalimantan Barat;KETAPANG;Muara Pawan;Tempurukan;19/08/2023;21:35 WIB;NASA-MODIS;High;-164818.0;11005756.0;Kalimantan;ketapang;24.3;34.0;28.9;0.0;4.0
Kalimantan Barat;MELAWI;Belimbing;Balai Lagas;20/08/2023;13:20 WIB;NASA-NOAA20;High;-0.5584;11137173.0;Kalimantan;melawi;25.0;34.4;29.4;0.0;2.0
Kalimantan Barat;KETAPANG;Kendawangan;Mekar Utama;20/08/2023;13:54 WIB;NASA-MODIS;High;-23272.0;11025725.0;Kalimantan;ketapang;24.6;33.8;28.6;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Paoh Concong;20/08/2023;09:56 WIB;NASA-MODIS;High;-0.70657;11042664.0;Kalimantan;ketapang;24.6;33.8;28.6;0.0;4.0
Kalimantan Barat;SAMBAS;Selakau Timur;Selakau Tua;20/08/2023;13:20 WIB;NASA-NOAA20;High;107211.0;10911062.0;Kalimantan;sambas;24.6;33.6;27.7;0.0;1.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Besar;20/08/2023;01:34 WIB;NASA-MODIS;High;-190891.0;11015186.0;Kalimantan;ketapang;24.6;33.8;28.6;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Pelang;20/08/2023;09:58 WIB;NASA-MODIS;High;-190831.0;11012219.0;Kalimantan;ketapang;24.6;33.8;28.6;0.0;4.0
Kalimantan Barat;KETAPANG;Muara Pawan;Tempurukan;20/08/2023;09:58 WIB;NASA-MODIS;High;-164498.0;11006329.0;Kalimantan;ketapang;24.6;33.8;28.6;0.0;4.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Limbung;21/08/2023;12:59 WIB;NASA-NOAA20;High;-0.15973;1093753.0;Kalimantan;kubu raya;24.1;34.4;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Dua;Semandang Kanan;21/08/2023;12:59 WIB;NASA-MODIS;High;-0.81584;11033661.0;Kalimantan;ketapang;24.3;33.8;28.6;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Besar;21/08/2023;12:59 WIB;NASA-NOAA20;High;-190936.0;11015162.0;Kalimantan;ketapang;24.3;33.8;28.6;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Pelang;21/08/2023;12:59 WIB;NASA-MODIS;High;-189673.0;11011067.0;Kalimantan;ketapang;24.3;33.8;28.6;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Laur;Teluk Mutiara;21/08/2023;12:59 WIB;NASA-MODIS;High;-0.85667;11046838.0;Kalimantan;ketapang;24.3;33.8;28.6;0.0;4.0
Kalimantan Barat;KETAPANG;Kendawangan;Danau Buntar;22/08/2023;01:19 WIB;NASA-MODIS;High;-258517.0;11087325.0;Kalimantan;ketapang;24.2;34.4;28.5;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Pelang;22/08/2023;09:38 WIB;NASA-MODIS;High;-189925.0;11010839.0;Kalimantan;ketapang;24.2;34.4;28.5;0.0;4.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaiasam;22/08/2023;21:59 WIB;NASA-MODIS;High;-0.28189;1094799.0;Kalimantan;kubu raya;24.3;31.1;26.4;0.0;2.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Titi Baru;22/08/2023;13:40 WIB;NASA-MODIS;High;-182297.0;11063847.0;Kalimantan;ketapang;24.2;34.4;28.5;0.0;4.0
Kalimantan Barat;KETAPANG;Singkup;Bukit Kelambing;24/08/2023;13:25 WIB;NASA-MODIS;High;-23605.0;11071632.0;Kalimantan;ketapang;24.9;34.0;28.7;4.3;3.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Durian Jaya;24/08/2023;13:25 WIB;NASA-MODIS;High;-0.78745;11146664.0;Kalimantan;melawi;24.8;35.2;28.7;0.2;2.0
Kalimantan Barat;KETAPANG;Sandai;Muara Jekak;24/08/2023;13:25 WIB;NASA-MODIS;High;-116475.0;11057906.0;Kalimantan;ketapang;24.9;34.0;28.7;4.3;3.0
Kalimantan Barat;SINTANG;Sepauk;Nanga Libau;24/08/2023;13:25 WIB;NASA-MODIS;High;-0.1496;11116812.0;Kalimantan;sintang;23.6;34.5;28.1;0.1;1.0
Kalimantan Barat;MELAWI;Sayan;Nanga Raku;24/08/2023;13:25 WIB;NASA-MODIS;High;-0.78811;1117897.0;Kalimantan;melawi;24.8;35.2;28.7;0.2;2.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;24/08/2023;13:25 WIB;NASA-MODIS;High;-129754.0;11080869.0;Kalimantan;ketapang;24.9;34.0;28.7;4.3;3.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Sunge Bengaras;24/08/2023;13:44 WIB;NASA-NOAA20;High;-0.75623;11079036.0;Kalimantan;ketapang;24.9;34.0;28.7;4.3;3.0
Kalimantan Utara;BULUNGAN;Tanjung Palas Tengah;Salimbatu;27/08/2023;12:48 WIB;NASA-NOAA20;Medium;296934.0;11730709.0;;bulungan;25.0;34.6;29.3;0.0;1.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Batu Beransak;28/08/2023;12:27 WIB;NASA-NOAA20;High;-179071.0;11071322.0;Kalimantan;ketapang;24.2;33.8;28.3;0.0;4.0
Kalimantan Barat;KETAPANG;Sandai;Pendamaran Indah;28/08/2023;12:27 WIB;NASA-NOAA20;High;-113393.0;11062012.0;Kalimantan;ketapang;24.2;33.8;28.3;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Dua;Semandang Kanan;28/08/2023;12:27 WIB;NASA-NOAA20;High;-0.84816;1103486.0;Kalimantan;ketapang;24.2;33.8;28.3;0.0;4.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Aur Gading;29/08/2023;13:50 WIB;NASA-NOAA20;High;-179362.0;11059095.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;KUBU RAYA;Batu Ampar;Batu Ampar;29/08/2023;13:40 WIB;NASA-MODIS;High;-0.78251;10951495.0;Kalimantan;kubu raya;23.3;34.6;28.6;0.8;2.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Botuh Bosi;29/08/2023;13:50 WIB;NASA-NOAA20;High;-0.52828;11031551.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Kusik Batu Lapu;29/08/2023;13:50 WIB;NASA-NOAA20;High;-19949.0;11093804.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;SAMBAS;Paloh;Malek;29/08/2023;21:52 WIB;NASA-MODIS;High;167589.0;10932066.0;Kalimantan;sambas;24.7;35.6;29.0;0.0;2.0
Kalimantan Barat;KETAPANG;Sungai Laur;Mekar Harapan;29/08/2023;13:40 WIB;NASA-MODIS;High;-104218.0;11039518.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Dua;Mekar Raya;29/08/2023;13:50 WIB;NASA-NOAA20;High;-0.8744;11035312.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;SAMBAS;Paloh;Mentibar;29/08/2023;21:52 WIB;NASA-MODIS;High;167456.0;10931097.0;Kalimantan;sambas;24.7;35.6;29.0;0.0;2.0
Kalimantan Barat;KETAPANG;Sandai;Muara Jekak;29/08/2023;13:40 WIB;NASA-MODIS;High;-12212.0;11056081.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Penyarang;29/08/2023;13:50 WIB;NASA-NOAA20;High;-204384.0;11091939.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Periangan;29/08/2023;13:37 WIB;NASA-MODIS;High;-207451.0;11089583.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Pesaguan Kanan;29/08/2023;09:32 WIB;NASA-MODIS;High;-205305.0;11020692.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Sekucing Labai;29/08/2023;13:50 WIB;NASA-NOAA20;High;-0.50752;11013502.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Dua;Semandang Kanan;29/08/2023;13:50 WIB;NASA-NOAA20;High;-0.81051;11035065.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;SAMBAS;Paloh;Tanah Hitam;29/08/2023;21:52 WIB;NASA-MODIS;High;161014.0;1092375.0;Kalimantan;sambas;24.7;35.6;29.0;0.0;2.0
Kalimantan Barat;SINTANG;Kayan Hulu;Tanjung Bunga;29/08/2023;13:40 WIB;NASA-MODIS;High;-0.16307;11205254.0;Kalimantan;sintang;24.8;34.0;27.9;0.0;1.0
Kalimantan Barat;KETAPANG;Muara Pawan;Tanjung Pasar;29/08/2023;13:50 WIB;NASA-NOAA20;High;-182341.0;1101465.0;Kalimantan;ketapang;23.6;34.8;29.0;0.0;4.0
Kalimantan Barat;SINTANG;Serawai;Gurung Senghiang;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.28259;112451.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Utara;BULUNGAN;Tanjung Palas Barat;Long Pari;30/08/2023;11:51 WIB;NASA-NOAA20;Medium;276581.0;11720734.0;;bulungan;25.4;35.8;29.3;;2.0
Kalimantan Barat;SINTANG;Serawai;Mensulung Bio;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.23076;11260743.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Barat;SINTANG;Serawai;Nanga Bihe;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.38851;1126011.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Kemangai;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.28523;11272013.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Sakai;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.22499;11285829.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Barat;SINTANG;Serawai;Nanga Segulang;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.46589;11254768.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Barat;SINTANG;Serawai;Nanga Tangoi;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.28672;11272184.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Barat;SINTANG;Serawai;Nanga Tekungai;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.36329;1124816.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Barat;MELAWI;Belimbing Hulu;Nanga Tikan;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.46471;11157349.0;Kalimantan;melawi;24.4;34.5;29.0;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Purut Beribit;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.15004;11275687.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Barat;SINTANG;Serawai;Rantau Malam;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.48806;11258109.0;Kalimantan;sintang;22.4;35.0;28.0;0.0;1.0
Kalimantan Barat;MELAWI;Menukung;Sungai Sampuk;30/08/2023;13:31 WIB;NASA-NOAA20;High;-0.35285;11231097.0;Kalimantan;melawi;24.4;34.5;29.0;0.0;1.0
