Provinsi;Kab Kota;Kecamatan;Desa;Tanggal;Waktu;Satelit;Confidence;Latitude;Longitude;Pulau;Kab Kota Normalized;TN;TX;TAVG;RR;FF_AVG
Kalimantan Barat;MELAWI;Menukung;Sampak;01/06/2023;13:18 WIB;NASA-NOAA20;Medium;-0.46813;11222231.0;Kalimantan;melawi;26.4;32.8;30.7;0.0;2.0
Kalimantan Barat;MELAWI;Belimbing;Balai Lagas;01/08/2023;12:36 WIB;NASA-NOAA20;Medium;-0.59181;11130682.0;Kalimantan;melawi;22.4;34.6;28.9;;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Begelang Jaya;01/08/2023;13:44 WIB;NASA-MODIS;Medium;0.59289;11128703.0;Kalimantan;sintang;23.2;34.2;28.3;0.0;1.0
Kalimantan Barat;KETAPANG;Kendawangan;Danau Buntar;01/08/2023;13:44 WIB;NASA-MODIS;Medium;-257612.0;11089566.0;Kalimantan;ketapang;24.4;34.2;28.5;0.0;4.0
Kalimantan Barat;SINTANG;Kayan Hulu;Landau Bara;01/08/2023;12:36 WIB;NASA-NOAA20;Medium;-0.1151;11208868.0;Kalimantan;sintang;23.2;34.2;28.3;0.0;1.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Lintah Taum;01/08/2023;12:33 WIB;NASA-NOAA20;Medium;-0.60506;11148787.0;Kalimantan;melawi;22.4;34.6;28.9;;1.0
Kalimantan Timur;BERAU;Kelay;Merasa;01/08/2023;12:36 WIB;NASA-NOAA20;Medium;184484.0;11722913.0;Kalimantan;berau;24.2;35.5;28.6;0.0;2.0
Kalimantan Barat;KUBU RAYA;Sungai Kakap;Pungur Kecil;01/08/2023;01:34 WIB;NASA-NOAA20;Medium;-0.15332;10934488.0;Kalimantan;kubu raya;23.2;34.2;27.4;0.0;2.0
Kalimantan Barat;SAMBAS;Tangaran;Simpang Empat;01/08/2023;01:24 WIB;NASA-MODIS;Medium;151189.0;10911778.0;Kalimantan;sambas;24.3;33.4;28.4;;1.0
Kalimantan Timur;BERAU;Tabalar;Tabalar Ulu;01/08/2023;12:36 WIB;NASA-NOAA20;Medium;164079.0;11789834.0;Kalimantan;berau;24.2;35.5;28.6;0.0;2.0
Kalimantan Timur;BERAU;Kelay;Long Pelay;02/08/2023;12:16 WIB;NASA-NOAA20;Medium;192595.0;11679138.0;Kalimantan;berau;23.8;35.2;28.8;0.0;2.0
Kalimantan Utara;BULUNGAN;Tanjung Palas Timur;Sajau;02/08/2023;12:48 WIB;NASA-MODIS;High;253238.0;11752625.0;Kalimantan;bulungan;25.6;35.2;;0.0;2.0
Kalimantan Timur;BERAU;Gunung Tabur;Sambakungan;02/08/2023;12:16 WIB;NASA-NOAA20;Medium;224716.0;11760542.0;Kalimantan;berau;23.8;35.2;28.8;0.0;2.0
Kalimantan Timur;BERAU;Gunung Tabur;Tasuk;02/08/2023;12:48 WIB;NASA-MODIS;Medium;216823.0;11728085.0;Kalimantan;berau;23.8;35.2;28.8;0.0;2.0
Kalimantan Barat;MELAWI;Nanga Pinoh;Nanga Kebebu;03/06/2023;12:42 WIB;NASA-NOAA20;Medium;-0.3805;11183238.0;Kalimantan;melawi;26.0;33.5;30.6;0.0;1.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Kayung Tuhe;03/08/2023;13:29 WIB;NASA-MODIS;Medium;-156727.0;11064404.0;Kalimantan;ketapang;22.9;34.0;27.6;7.0;3.0
Kalimantan Barat;MELAWI;Menukung;Nanga Melona Satu;03/08/2023;13:29 WIB;NASA-MODIS;Medium;-0.368;11236169.0;Kalimantan;melawi;22.6;34.2;27.5;6.6;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Payak;03/08/2023;13:37 WIB;NASA-NOAA20;Medium;-0.12216;11200016.0;Kalimantan;sintang;22.2;33.6;27.2;27.4;0.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Ungai;03/08/2023;13:37 WIB;NASA-NOAA20;Medium;-0.09473;1120955.0;Kalimantan;sintang;22.2;33.6;27.2;27.4;0.0
Kalimantan Barat;MELAWI;Ella Hilir;Natai Compa;03/08/2023;13:29 WIB;NASA-MODIS;Medium;-0.35431;11201536.0;Kalimantan;melawi;22.6;34.2;27.5;6.6;1.0
Kalimantan Utara;BULUNGAN;Tanjung Palas Utara;Ruhui Rahayu;03/08/2023;11:57 WIB;NASA-NOAA20;High;308142.0;11725471.0;Kalimantan;bulungan;25.4;36.0;29.1;;1.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Titi Baru;03/08/2023;13:37 WIB;NASA-NOAA20;Medium;-188786.0;11056434.0;Kalimantan;ketapang;22.9;34.0;27.6;7.0;3.0
Kalimantan Timur;BERAU;Segah;Batu Rajang;04/08/2023;13:20 WIB;NASA-NOAA20;High;2061.0;11709026.0;Kalimantan;berau;24.6;35.6;28.6;0.0;1.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Deranuk;04/08/2023;13:18 WIB;NASA-NOAA20;Medium;-20653.0;11083083.0;Kalimantan;ketapang;24.4;34.6;29.7;0.0;4.0
Kalimantan Timur;BERAU;Talisayan;Dumaring;04/08/2023;00:39 WIB;NASA-NOAA20;Medium;154071.0;11816804.0;Kalimantan;berau;24.6;35.6;28.6;0.0;1.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Hulu;04/08/2023;13:20 WIB;NASA-NOAA20;Medium;-0.51691;11057634.0;Kalimantan;ketapang;24.4;34.6;29.7;0.0;4.0
Kalimantan Barat;KETAPANG;Tumbang Titi;Mahawa;04/08/2023;13:18 WIB;NASA-NOAA20;Medium;-184621.0;11064839.0;Kalimantan;ketapang;24.4;34.6;29.7;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Merawa;04/08/2023;13:20 WIB;NASA-NOAA20;Medium;-0.47081;11049972.0;Kalimantan;ketapang;24.4;34.6;29.7;0.0;4.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Masau;04/08/2023;13:20 WIB;NASA-NOAA20;Medium;-0.1572;11232786.0;Kalimantan;sintang;22.6;34.4;28.4;0.0;1.0
Kalimantan Barat;SINTANG;Kayan Hilir;Nyangkom;04/08/2023;13:20 WIB;NASA-NOAA20;Medium;-0.04902;11187788.0;Kalimantan;sintang;22.6;34.4;28.4;0.0;1.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Sekucing Labai;04/08/2023;13:20 WIB;NASA-NOAA20;Medium;-0.51072;11014368.0;Kalimantan;ketapang;24.4;34.6;29.7;0.0;4.0
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;05/07/2023;12:42 WIB;NASA-NOAA20;Medium;198989.0;11729442.0;Kalimantan;berau;23.5;32.7;27.5;8888.0;1.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Balai Pinang Hulu;05/08/2023;13:16 WIB;NASA-MODIS;Medium;-0.6235;11031911.0;Kalimantan;ketapang;24.9;34.2;28.4;0.0;3.0
Kalimantan Barat;KUBU RAYA;Terentang;Betuah;05/08/2023;13:16 WIB;NASA-MODIS;Medium;-0.30799;10995153.0;Kalimantan;kubu raya;24.4;34.4;28.2;0.0;2.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Botuh Bosi;05/08/2023;13:16 WIB;NASA-MODIS;Medium;-0.5556;11030344.0;Kalimantan;ketapang;24.9;34.2;28.4;0.0;3.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Idai;05/08/2023;12:59 WIB;NASA-NOAA20;Medium;0.95339;11132024.0;Kalimantan;sintang;21.8;34.6;27.7;0.0;1.0
Kalimantan Barat;MELAWI;Ella Hilir;Jabai;05/08/2023;13:16 WIB;NASA-MODIS;Medium;-0.69275;11198358.0;Kalimantan;melawi;23.6;35.0;28.9;;1.0
Kalimantan Barat;MELAWI;Belimbing Hulu;Kayu Bunga;05/08/2023;13:16 WIB;NASA-MODIS;Medium;-0.53228;11151617.0;Kalimantan;melawi;23.6;35.0;28.9;;1.0
Kalimantan Barat;SINTANG;Kayan Hilir;Lengkong Bindu;05/08/2023;12:59 WIB;NASA-NOAA20;Medium;-0.07533;11196777.0;Kalimantan;sintang;21.8;34.6;27.7;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Nanga Bugau;05/08/2023;12:59 WIB;NASA-NOAA20;Medium;0.7268;11119102.0;Kalimantan;sintang;21.8;34.6;27.7;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Menantak;05/08/2023;13:16 WIB;NASA-MODIS;Medium;-0.21897;1130341.0;Kalimantan;sintang;21.8;34.6;27.7;0.0;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nangkak Lestari;05/08/2023;12:59 WIB;NASA-NOAA20;Medium;-0.09918;1122141.0;Kalimantan;sintang;21.8;34.6;27.7;0.0;1.0
Kalimantan Barat;SINTANG;Ketungau Tengah;Senangan Kecil;05/08/2023;13:16 WIB;NASA-MODIS;Medium;0.71489;11152794.0;Kalimantan;sintang;21.8;34.6;27.7;0.0;1.0
Kalimantan Barat;SINTANG;Kayan Hilir;Tuguk;05/08/2023;12:59 WIB;NASA-NOAA20;Medium;-0.06011;1118664.0;Kalimantan;sintang;21.8;34.6;27.7;0.0;1.0
Kalimantan Barat;SINTANG;Kelam Permai;Gemba Raya;06/07/2023;13:35 WIB;NASA-MODIS;Medium;0.1706;11178209.0;Kalimantan;sintang;24.0;33.3;26.5;1.0;1.0
Kalimantan Barat;MELAWI;Sokan;Nanga Tangkit;06/08/2023;12:42 WIB;NASA-NOAA20;Medium;-107187.0;11149001.0;Kalimantan;melawi;24.3;31.4;27.0;0.0;1.0
Kalimantan Barat;KUBU RAYA;Sungai Kakap;Pungur Kecil;06/08/2023;01:43 WIB;NASA-NOAA20;Medium;-0.15727;1093232.0;Kalimantan;kubu raya;23.9;33.6;27.3;0.0;2.0
Kalimantan Timur;BERAU;Pulau Derawan;Tanjung Batu;06/08/2023;12:42 WIB;NASA-NOAA20;Medium;225099.0;11798918.0;Kalimantan;berau;24.0;35.2;28.4;0.0;1.0
Kalimantan Timur;BERAU;Sambaliung;Bena Baru;07/08/2023;13:01 WIB;NASA-MODIS;High;194444.0;11738936.0;Kalimantan;berau;25.0;35.1;28.7;8888.0;2.0
Kalimantan Barat;MELAWI;Belimbing Hulu;Kayu Bunga;07/08/2023;12:23 WIB;NASA-NOAA20;Medium;-0.51896;11162337.0;Kalimantan;melawi;22.6;34.0;27.5;0.2;2.0
Kalimantan Timur;BERAU;Kelay;Lesan Dayak;07/08/2023;13:01 WIB;NASA-MODIS;High;167904.0;11714201.0;Kalimantan;berau;25.0;35.1;28.7;8888.0;2.0
Kalimantan Timur;BERAU;Sambaliung;Long Lanuk;07/08/2023;13:01 WIB;NASA-MODIS;High;188708.0;11718087.0;Kalimantan;berau;25.0;35.1;28.7;8888.0;2.0
Kalimantan Timur;BERAU;Gunung Tabur;Birang;08/08/2023;12:04 WIB;NASA-NOAA20;Medium;222405.0;11747018.0;Kalimantan;berau;23.5;36.0;28.7;8888.0;2.0
Kalimantan Barat;MELAWI;Ella Hilir;Kahiya;08/08/2023;12:04 WIB;NASA-NOAA20;Medium;-0.59958;11196234.0;Kalimantan;melawi;22.8;33.4;28.3;0.0;1.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Madu Sari;08/08/2023;01:04 WIB;NASA-NOAA20;Medium;-0.10818;10946281.0;Kalimantan;kubu raya;21.5;33.6;26.2;8888.0;2.0
Kalimantan Barat;KETAPANG;Sandai;Alam Pakuan;09/08/2023;13:25 WIB;NASA-NOAA20;Medium;-112863.0;11058852.0;Kalimantan;ketapang;23.5;33.4;28.1;0.0;3.0
Kalimantan Barat;KETAPANG;Sungai Laur;Bengaras;09/08/2023;13:25 WIB;NASA-NOAA20;Medium;-0.9691;11052203.0;Kalimantan;ketapang;23.5;33.4;28.1;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Dua;Gema;09/08/2023;13:25 WIB;NASA-NOAA20;Medium;-0.85195;11041588.0;Kalimantan;ketapang;23.5;33.4;28.1;0.0;3.0
Kalimantan Timur;BERAU;Gunung Tabur;Melati Jaya;09/08/2023;00:43 WIB;NASA-NOAA20;Medium;23263.0;11770702.0;Kalimantan;berau;23.0;35.8;27.3;24.3;1.0
Kalimantan Barat;MELAWI;Tanah Pinoh Barat;Pelita Jaya;09/08/2023;13:25 WIB;NASA-NOAA20;Medium;-0.73647;11151947.0;Kalimantan;melawi;24.4;33.0;28.1;;2.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Sungai Bugau;09/08/2023;13:25 WIB;NASA-NOAA20;Medium;0.8464;11115971.0;Kalimantan;sintang;23.4;33.2;27.0;0.0;1.0
Kalimantan Timur;BERAU;Sambaliung;Tumbit Dayak;09/08/2023;12:46 WIB;NASA-MODIS;Medium;195441.0;11729807.0;Kalimantan;berau;23.0;35.8;27.3;24.3;1.0
Kalimantan Barat;SINTANG;Ketungau Hilir;Air Nyuruk;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;0.5664;11151828.0;Kalimantan;sintang;23.4;34.6;27.6;0.0;1.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Kayung Tuhe;10/08/2023;13:29 WIB;NASA-MODIS;Medium;-157307.0;11061013.0;Kalimantan;ketapang;23.8;33.3;27.9;0.0;4.0
Kalimantan Barat;MELAWI;Pinoh Selatan;Landau Tubun;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;-0.48626;11182597.0;Kalimantan;melawi;24.5;34.0;27.6;;2.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Madu Sari;10/08/2023;00:26 WIB;NASA-NOAA20;Medium;-0.11131;1094577.0;Kalimantan;kubu raya;23.2;33.4;26.6;0.0;2.0
Kalimantan Barat;SINTANG;Kayan Hilir;Melingkat;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;0.03759;11195916.0;Kalimantan;sintang;23.4;34.6;27.6;0.0;1.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nangkak Lestari;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;-0.0442;11215962.0;Kalimantan;sintang;23.4;34.6;27.6;0.0;1.0
Kalimantan Barat;KETAPANG;Jelai Hulu;Periangan;10/08/2023;13:29 WIB;NASA-MODIS;Medium;-204434.0;11086019.0;Kalimantan;ketapang;23.8;33.3;27.9;0.0;4.0
Kalimantan Barat;MELAWI;Sokan;Tanjung Mahung;10/08/2023;13:05 WIB;NASA-NOAA20;Medium;-102834.0;11143607.0;Kalimantan;melawi;24.5;34.0;27.6;;2.0
Kalimantan Barat;KETAPANG;Marau;Batu Payung Dua;11/06/2023;00:52 WIB;NASA-NOAA20;Medium;-201137.0;11053643.0;Kalimantan;ketapang;25.2;33.5;28.6;0.0;3.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentaya Hilir Selatan;Kelurahan Samuda Kota;11/08/2023;12:46 WIB;NASA-NOAA20;Medium;-289141.0;11288896.0;Kalimantan;kotawaringin timur;;31.6;25.9;;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Tualan Hulu;Luwuk Sampun;11/08/2023;12:48 WIB;NASA-NOAA20;Medium;-172719.0;11271989.0;Kalimantan;kotawaringin timur;;31.6;25.9;;1.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Madu Sari;11/08/2023;12:48 WIB;NASA-NOAA20;Medium;-0.11478;10945815.0;Kalimantan;kubu raya;23.8;32.0;26.4;0.1;2.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Senduruhan;11/08/2023;12:48 WIB;NASA-NOAA20;Medium;-0.85263;11069593.0;Kalimantan;ketapang;23.3;33.2;27.7;0.0;3.0
Kalimantan Barat;KETAPANG;Kendawangan;Danau Buntar;12/06/2023;00:32 WIB;NASA-NOAA20;Medium;-260515.0;11087488.0;Kalimantan;ketapang;26.0;30.0;27.7;3.2;2.0
Kalimantan Timur;BERAU;Sambaliung;Tumbit Dayak;12/07/2023;12:53 WIB;NASA-MODIS;Medium;193546.0;11726188.0;Kalimantan;berau;23.0;34.1;27.8;0.0;2.0
Kalimantan Barat;KUBU RAYA;Batu Ampar;Ambarawa;12/08/2023;12:27 WIB;NASA-NOAA20;Medium;-0.84648;10928188.0;Kalimantan;kubu raya;23.1;33.0;25.9;0.0;2.0
Kalimantan Barat;SINTANG;Serawai;Mentajoi;12/08/2023;13:14 WIB;NASA-MODIS;Medium;-0.40116;11262944.0;Kalimantan;sintang;22.0;33.6;26.6;41.7;1.0
Kalimantan Barat;SAMBAS;Subah;Mukti Raharja;12/08/2023;13:14 WIB;NASA-MODIS;Medium;126692.0;10945217.0;Kalimantan;sambas;24.2;33.6;28.2;8888.0;2.0
Kalimantan Barat;MELAWI;Belimbing Hulu;Nanga Keberak;12/08/2023;13:14 WIB;NASA-MODIS;Medium;-0.39469;11149979.0;Kalimantan;melawi;23.0;34.0;27.5;6.7;2.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nangkak Lestari;12/08/2023;13:14 WIB;NASA-MODIS;Medium;-0.12303;11225063.0;Kalimantan;sintang;22.0;33.6;26.6;41.7;1.0
Kalimantan Tengah;BARITO SELATAN;Jenamas;Rangga Ilung;12/08/2023;13:14 WIB;NASA-MODIS;Medium;-236928.0;11488143.0;Kalimantan;barito selatan;21.1;33.4;26.9;0.0;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Cempaga Hulu;Selucing;12/08/2023;21:44 WIB;NASA-MODIS;High;-187571.0;11298797.0;Kalimantan;kotawaringin timur;18.2;32.2;24.5;0.0;1.0
Kalimantan Barat;SINTANG;Serawai;Bedaha;13/08/2023;13:50 WIB;NASA-NOAA20;Medium;-0.29431;11250813.0;Kalimantan;sintang;22.0;34.2;27.0;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Deme;13/08/2023;12:10 WIB;NASA-NOAA20;Medium;-0.1862;11303192.0;Kalimantan;sintang;22.0;34.2;27.0;0.0;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Baamang;Kelurahan Baamang Hulu;13/08/2023;01:11 WIB;NASA-NOAA20;Medium;-245511.0;11293808.0;Kalimantan;kotawaringin timur;19.4;33.6;25.7;;1.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Krio Hulu;13/08/2023;13:57 WIB;NASA-MODIS;Medium;-0.88738;11084332.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Simpang Hulu;Kualan Hulu;13/08/2023;12:10 WIB;NASA-NOAA20;Medium;-0.54378;11057427.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Madu Sari;13/08/2023;13:57 WIB;NASA-MODIS;Medium;-0.10798;10945679.0;Kalimantan;kubu raya;21.8;34.6;26.6;0.0;2.0
Kalimantan Barat;KETAPANG;Sandai;Merimbang Jaya;13/08/2023;13:50 WIB;NASA-NOAA20;Medium;-101454.0;11054928.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Pemahan;Muara Semayok;13/08/2023;13:57 WIB;NASA-MODIS;Medium;-169229.0;11053498.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;SINTANG;Ketungau Hulu;Neraci Jaya;13/08/2023;13:57 WIB;NASA-MODIS;Medium;0.91713;11086135.0;Kalimantan;sintang;22.0;34.2;27.0;0.0;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Teluk Sampit;Parebok;13/08/2023;12:10 WIB;NASA-NOAA20;Medium;-294823.0;11288861.0;Kalimantan;kotawaringin timur;19.4;33.6;25.7;;1.0
Kalimantan Barat;KETAPANG;Manis Mata;Pelempangan;13/08/2023;01:11 WIB;NASA-NOAA20;Medium;-211157.0;1110675.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;KETAPANG;Sandai;Petai Patah;13/08/2023;13:50 WIB;NASA-NOAA20;Medium;-118442.0;11059985.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentaya Hilir Selatan;Samuda Besar;13/08/2023;10:04 WIB;NASA-MODIS;Medium;-292154.0;11288932.0;Kalimantan;kotawaringin timur;19.4;33.6;25.7;;1.0
Kalimantan Barat;KETAPANG;Sungai Laur;Sungai Daka;13/08/2023;13:50 WIB;NASA-NOAA20;Medium;-10039.0;11049451.0;Kalimantan;ketapang;22.6;33.2;27.2;0.0;3.0
Kalimantan Barat;MELAWI;Sokan;Teluk Pongkal;13/08/2023;12:10 WIB;NASA-NOAA20;Medium;-0.99632;11126371.0;Kalimantan;melawi;23.1;34.5;28.1;;1.0
Kalimantan Barat;SAMBAS;Galing;Galing;14/07/2023;13:14 WIB;NASA-NOAA20;Medium;152869.0;10937379.0;Kalimantan;sambas;24.7;33.6;28.4;0.0;2.0
Kalimantan Barat;SINTANG;Sepauk;Sekubang;14/07/2023;13:14 WIB;NASA-NOAA20;Medium;-0.24579;1111628.0;Kalimantan;sintang;23.3;33.5;27.7;0.0;1.0
Kalimantan Barat;KUBU RAYA;Terentang;Betuah;14/08/2023;12:59 WIB;NASA-MODIS;Medium;-0.2878;10995978.0;Kalimantan;kubu raya;22.7;33.4;26.6;0.0;2.0
Kalimantan Timur;BERAU;Biatan;Biatan Ilir;14/08/2023;11:51 WIB;NASA-NOAA20;Medium;156667.0;11805714.0;Kalimantan;berau;23.8;34.1;27.3;26.7;1.0
Kalimantan Barat;MELAWI;Pinoh Selatan;Bina Jaya;14/08/2023;13:31 WIB;NASA-NOAA20;Medium;-0.48854;11193558.0;Kalimantan;melawi;23.7;32.2;27.5;0.0;2.0
Kalimantan Barat;MELAWI;Sokan;Gelata;14/08/2023;12:59 WIB;NASA-MODIS;Medium;-10267.0;11151883.0;Kalimantan;melawi;23.7;32.2;27.5;0.0;2.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Kota Besi;Kandan;14/08/2023;00:52 WIB;NASA-NOAA20;Medium;-240663.0;11288987.0;Kalimantan;kotawaringin timur;;33.7;26.0;;2.0
Kalimantan Tengah;BARITO SELATAN;Karau Kuala;Kelurahan Bangkuang;14/08/2023;00:52 WIB;NASA-NOAA20;Medium;-204535.0;11491468.0;Kalimantan;barito selatan;22.6;32.0;26.8;0.0;1.0
Kalimantan Barat;KETAPANG;Pemahan;Lalang Panjang;14/08/2023;13:31 WIB;NASA-NOAA20;Medium;-177097.0;1105651.0;Kalimantan;ketapang;23.3;33.0;27.4;0.0;3.0
Kalimantan Barat;SINTANG;Ambalau;Nanga Kesange;14/08/2023;13:31 WIB;NASA-NOAA20;Medium;-0.29648;11281207.0;Kalimantan;sintang;22.2;32.4;26.2;0.0;1.0
Kalimantan Barat;KUBU RAYA;Batu Ampar;Padang Tikar Satu;14/08/2023;00:52 WIB;NASA-NOAA20;Medium;-0.72335;10926955.0;Kalimantan;kubu raya;22.7;33.4;26.6;0.0;2.0
Kalimantan Barat;KETAPANG;Matan Hilir Selatan;Sungai Nanjung;14/08/2023;21:27 WIB;NASA-MODIS;Medium;-21487.0;11012749.0;Kalimantan;ketapang;23.3;33.0;27.4;0.0;3.0
Kalimantan Barat;KUBU RAYA;Terentang;Teluk Empening;14/08/2023;00:52 WIB;NASA-NOAA20;Medium;-0.39583;10960375.0;Kalimantan;kubu raya;22.7;33.4;26.6;0.0;2.0
Kalimantan Barat;SINTANG;Serawai;Tontang;14/08/2023;12:59 WIB;NASA-MODIS;Medium;-0.2987;11264126.0;Kalimantan;sintang;22.2;32.4;26.2;0.0;1.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Cinta Manis;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-117527.0;11076017.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Simpang Dua;Kampar Sebomban;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-0.71101;11015422.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Sungai Melayu Rayak;Makmur Abadi;15/08/2023;13:42 WIB;NASA-MODIS;Medium;-172652.0;11023189.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;MELAWI;Menukung;Nanga Melona Satu;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-0.39791;11239328.0;Kalimantan;melawi;24.1;33.6;28.4;;2.0
Kalimantan Barat;SINTANG;Kayan Hulu;Nanga Tonggoi;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-0.30019;11214669.0;Kalimantan;sintang;22.8;33.2;27.5;0.0;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentaya Hilir Selatan;Samuda Besar;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-292548.0;11289433.0;Kalimantan;kotawaringin timur;20.3;33.0;26.5;;1.0
Kalimantan Barat;KETAPANG;Nanga Tayap;Sebadak Raya;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-141714.0;11069099.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;KETAPANG;Hulu Sungai;Sekukun;15/08/2023;13:12 WIB;NASA-NOAA20;Medium;-125953.0;11082476.0;Kalimantan;ketapang;23.0;33.4;27.7;0.0;4.0
Kalimantan Barat;SINTANG;Kayan Hilir;Sungai Sintang;15/08/2023;13:14 WIB;NASA-NOAA20;Medium;0.09058;1120699.0;Kalimantan;sintang;22.8;33.2;27.5;0.0;1.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaiasam;15/08/2023;01:21 WIB;NASA-MODIS;Medium;-0.28451;10953764.0;Kalimantan;kubu raya;21.8;34.6;26.5;0.0;2.0
Kalimantan Barat;KAPUAS HULU;Silat Hulu;Nanga Dangkan;16/07/2023;12:36 WIB;NASA-NOAA20;Medium;0.26405;11199593.0;Kalimantan;kapuas hulu;23.2;33.8;27.3;13.8;0.0
Kalimantan Barat;MELAWI;Menukung;Laman Mumbung;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;-0.47412;11225845.0;Kalimantan;melawi;22.5;33.6;28.7;;2.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Madu Sari;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;-0.11369;10945831.0;Kalimantan;kubu raya;23.2;34.8;27.4;0.0;2.0
Kalimantan Tengah;BARITO SELATAN;Dusun Hilir;Mangkatir;16/08/2023;12:55 WIB;NASA-NOAA20;Medium;-220251.0;11492042.0;Kalimantan;barito selatan;23.0;33.8;27.7;;1.0
Kalimantan Barat;SINTANG;Serawai;Nanga Segulang;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;-0.40554;11244154.0;Kalimantan;sintang;24.4;33.6;27.6;0.0;1.0
Kalimantan Tengah;KOTAWARINGIN TIMUR;Mentaya Hilir Selatan;Sei Ijum Raya;16/08/2023;12:44 WIB;NASA-MODIS;Medium;-293119.0;11286093.0;Kalimantan;kotawaringin timur;20.0;34.3;26.5;;2.0
Kalimantan Barat;KUBU RAYA;Sungai Raya;Sungaiasam;16/08/2023;21:12 WIB;NASA-MODIS;Medium;-0.30799;10950655.0;Kalimantan;kubu raya;23.2;34.8;27.4;0.0;2.0
Kalimantan Barat;SINTANG;Serawai;Tahai Permai;16/08/2023;12:53 WIB;NASA-NOAA20;Medium;-0.17428;11258223.0;Kalimantan;sintang;24.4;33.6;27.6;0.0;1.0
Kalimantan Barat;SINTANG;Ambalau;Tanjung Andan;16/08/2023;12:44 WIB;NASA-MODIS;Medium;-0.02284;11275513.0;Kalimantan;sintang;24.4;33.6;27.6;0.0;1.0
